"gene","celltype","group1","group2","comparison","logFC","logCPM","F","PValue","FDR","direction","immune_flag","luminal_flag","epithelial_flag","rank"
"MAD2L1BP","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.74180499532323,4.66795423064153,17.4453309119199,0.00155676058263904,0.0461926105469972,"DOWN",FALSE,FALSE,FALSE,231
"EMC7","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.71451949739599,6.49564455643969,19.7398406438614,0.00100141251990298,0.0406968579849252,"DOWN",FALSE,FALSE,FALSE,232
"CISD2","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.68409694902798,6.43282473258261,19.8160331741597,0.000987414367282413,0.0406968579849252,"DOWN",FALSE,FALSE,FALSE,233
"SERPINB6","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.67149489583282,6.1283357402036,17.9717367253432,0.00140563062163442,0.0452453189244772,"DOWN",FALSE,FALSE,FALSE,234
"LEPROT","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.67076525054488,6.94359357333428,19.6334453705282,0.00102092038351914,0.0411550652134058,"DOWN",FALSE,FALSE,FALSE,235
"CLIC1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.66998056960071,9.2592156280499,17.4442483140175,0.00155880036240983,0.0461926105469972,"DOWN",FALSE,FALSE,FALSE,236
"ATP6V1E1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.64683684049283,6.50600820732399,20.5254265466223,0.000867188673101804,0.0389221692762291,"DOWN",FALSE,FALSE,FALSE,237
"SNRPA1","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.58949230545588,6.62871847553952,18.6459859966378,0.00123132732168553,0.0436768947812935,"DOWN",FALSE,FALSE,FALSE,238
"ANP32E","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.56861001689955,4.56312528854193,17.3082890851326,0.0016006409201521,0.046979710242936,"DOWN",FALSE,FALSE,FALSE,239
"EXOSC8","Luminal_Epithelial","HER2_Positive","Normal","HER2_Positive vs Normal",-1.42311753869164,5.55554740637247,17.0365366942191,0.00169698392630825,0.0486578162426297,"DOWN",FALSE,FALSE,FALSE,240
